Document_ID,Label,Char_Count,NER_Detected_Count,NER_Completeness_Ratio,H_Mean,H_STD,W_Mean,W_STD,AR_Mean,AR_STD,Ink_Mean,Ink_STD,Grad_Mean,Grad_STD,Ink_Density_Mean,Geo_Anomaly_Ratio,Ink_Anomaly_Ratio,Density_Anomaly_Ratio,BG_Mean,BG_STD,OCR_Box_Anomalies_Count,BG_Anomaly_Line_Count,Clustered_Regions_Count
alb_id_00.jpg,0,1031,0,0.0,14.871968962172648,18.104746951436915,10.681862269641124,16.23624242889759,0.7405357448586316,0.4580131832087241,201.50820083171752,20.741445153788902,1081.5137246889979,805.2139180240805,0.39599946373424055,0.0,0.0,0.0,201.79846951164518,21.507283775306608,3,0,135
alb_id_00_fake_6_25.jpg,1,926,0,0.0,15.379049676025918,19.206222937601495,11.402807775377969,17.75027005847502,0.7501678645543255,0.46713358585315157,201.128957127659,21.475512341255726,1052.2574938411797,847.9286155063031,0.4001734445196297,0.0,0.0,0.0,201.7709479235148,21.277129711983456,2,0,126
alb_id_01.jpg,0,1058,0,0.0,15.126654064272211,18.177475944582273,10.91209829867675,16.73418405578897,0.740526487162574,0.4463541843840967,201.15525698212505,20.55322581645056,1076.8121627028784,804.9497043625067,0.3956858235273624,0.0,0.0,0.0,201.71014171602266,21.788141267242167,3,0,146
alb_id_01_fake_6_56.jpg,1,1063,0,0.0,15.146754468485419,18.255093911526224,10.976481655691439,16.19984588272603,0.7480208270762031,0.44348540880781906,201.2110865850592,20.507004621380545,1059.2755077075979,809.1923221026522,0.3938833065676458,0.0,0.0,0.0,201.66903895811492,21.57818773681481,3,0,144
alb_id_01_fake_6_61.jpg,1,1137,0,0.0,14.646437994722955,16.848277057868994,10.488126649076516,14.75952325008203,0.7417092706808981,0.4292059698402944,200.82051256764976,20.085256516170478,1056.6302252468265,783.9198406282999,0.3923232967548559,0.0,0.0,0.0,201.58988313480526,21.536541558618403,3,0,163
alb_id_02.jpg,0,1050,0,0.0,14.597142857142858,17.329374770371054,10.56,15.95030138541947,0.7510418601491362,0.453540432468457,201.32859862726258,19.82517932540152,1056.8946766427373,784.8724810045958,0.39766471967186057,0.0,0.0,0.0,201.6391071566586,21.659996971401966,2,0,145
alb_id_02_fake_6_44.jpg,1,1053,0,0.0,14.394112060778728,17.11858654265041,10.785375118708451,15.81509655330438,0.7671475709860521,0.44672810762311893,201.61020715231456,20.61985048512616,1049.6023957717086,807.2145218678546,0.3948277914319006,0.0,0.0,0.0,201.56922919945674,21.398859344346466,3,0,145
alb_id_02_fake_6_49.jpg,1,1048,0,0.0,14.431297709923664,17.152077229239058,10.81583969465649,15.846456037594068,0.7676031946961253,0.4475843643584406,201.57425119719124,20.743426438719343,1049.3057983635047,804.3732813995912,0.3944850104441305,0.0,0.0,0.0,201.56985469229164,21.380957210945766,3,0,144
alb_id_02_fake_6_88.jpg,1,1039,0,0.0,14.51106833493744,17.25742430553747,10.916265640038498,15.993914720761119,0.766678726624077,0.44300144590190804,201.50987153092703,21.005483477275273,1050.5260029732897,816.6182231686412,0.3930820572569812,0.0,0.0,0.0,201.5148546636626,21.43552086467399,3,0,141
alb_id_03.jpg,0,982,0,0.0,14.85132382892057,16.930259888046756,10.466395112016293,16.01292728271772,0.7120951962396835,0.4273023426785009,204.1461094969483,20.096058696238824,1112.487865251284,771.5732196456034,0.38444251358275316,0.0,0.0,0.0,201.73693504917355,21.55139744419969,2,0,135
alb_id_03_fake_6_69.jpg,1,971,0,0.0,14.859938208032956,16.38834052131349,10.521112255406797,15.464863906698055,0.7171685484493696,0.4248045098695905,204.02935692604737,20.80820077135968,1110.275919719306,809.2532158431392,0.38424749270901215,0.0,0.0,0.0,201.61366601183445,21.329632058421105,2,0,137
alb_id_03_fake_6_87.jpg,1,973,0,0.0,14.934224049331963,16.40324931899554,10.571428571428571,15.298882053961101,0.7183838429197632,0.42595532641265055,203.9120548446581,20.9454221385951,1114.589334865662,818.0135648124933,0.3846610980955693,0.0,0.0,0.0,201.63321431031983,21.322467449425613,2,0,141
alb_id_04.jpg,0,1123,0,0.0,14.285841495992877,16.965924806016535,10.343722172751558,15.516667947287901,0.748061078470516,0.44841760540986053,202.75103769017247,19.05436627006944,1076.7060818203631,750.3203622838566,0.3906271519001274,0.0,0.0,0.0,201.60295651135874,21.699494343886936,3,0,165
alb_id_05.jpg,0,980,0,0.0,14.5,16.165502447735893,10.068367346938775,15.481800355010497,0.6992838273196555,0.44406145431969624,200.7219280684678,21.49627401915694,1126.3893591880003,884.050019044648,0.3930502405877957,0.0,0.0,0.0,201.28389971480163,21.73130091539648,2,0,135
